Name	Artist	Composer	Album	Grouping	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equaliser	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Let It Be	The Beatles	John Lennon/Paul McCartney			Rock	4355854	243			6	12	2009	18/10/2013 1:22	24/09/2013 23:49	143	44100		MPEG audio file							60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\The Beatles\Let It Be\06 Let It Be.mp3
Yellow Submarine	The Beatles	John Lennon/Paul McCartney			Rock	4034209	159			6	14	2009	18/10/2013 1:22	24/09/2013 23:49	202	44100		MPEG audio file			5	28/12/2013 21:18			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\The Beatles\Revolver\06 Yellow Submarine.mp3
Here Comes The Sun	The Beatles	George Harrison			Rock	4658965	185			7	17	2009	18/10/2013 1:22	24/09/2013 23:49	200	44100		MPEG audio file			4	2/11/2013 8:22	1	15/12/2013 1:14	60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\The Beatles\Abbey Road\07 Here Comes The Sun.mp3
Dizzy Miss Lizzy	The Beatles	Larry Williams			Rock	4161526	176			14	14	2009	18/10/2013 1:23	24/09/2013 23:49	188	44100		MPEG audio file			1				60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\The Beatles\Help!\14 Dizzy Miss Lizzy.mp3
Is This Love	Bob Marley		Legend - The Best of Bob Marle		Reggae	5576594	231			1		2002	13/09/2013 22:11	24/09/2013 23:49	192	44100		MPEG audio file			4	14/11/2013 0:52	1	30/10/2013 21:05	60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bob Marley\Legend - The Best of Bob Marle\01 Is This Love.mp3
One Love (Extended Version)	Bob Marley		Legend - The Best of Bob Marle		Reggae	10106462	421			1		2002	15/07/2013 23:15	24/09/2013 23:49	192	44100		MPEG audio file			2	30/10/2013 21:12	1	28/11/2013 1:13	60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bob Marley\Legend - The Best of Bob Marle\01 One Love (Extended Version).mp3
No Woman No Cry	Bob Marley		Legend - The Best of Bob Marle		Reggae	10313271	429			2		2002	13/09/2013 22:11	24/09/2013 23:49	192	44100		MPEG audio file			4	14/11/2013 0:59			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bob Marley\Legend - The Best of Bob Marle\02 No Woman No Cry.mp3
Waiting in Vain (Remix)	Bob Marley		Legend - The Best of Bob Marle		Reggae	8559177	356			2		2002	15/07/2013 23:15	24/09/2013 23:49	192	44100		MPEG audio file			4	14/11/2013 1:05			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bob Marley\Legend - The Best of Bob Marle\02 Waiting in Vain (Remix).mp3
Could You Be Loved	Bob Marley		Legend - The Best of Bob Marle		Reggae	5712248	238			3		2002	15/07/2013 23:15	24/09/2013 23:49	192	44100		MPEG audio file			4	14/11/2013 1:09			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bob Marley\Legend - The Best of Bob Marle\03 Could You Be Loved.mp3
Jamming (Remix)	Bob Marley		Legend - The Best of Bob Marle		Reggae	8062014	335			3		2002	15/07/2013 23:15	24/09/2013 23:49	192	44100		MPEG audio file			4	14/11/2013 1:14			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bob Marley\Legend - The Best of Bob Marle\03 Jamming (Remix).mp3
Three Little Birds	Bob Marley		Legend - The Best of Bob Marle		Reggae	4370115	181			4		2002	13/09/2013 22:11	24/09/2013 23:49	192	44100		MPEG audio file			4	1/11/2013 13:58			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bob Marley\Legend - The Best of Bob Marle\04 Three Little Birds.mp3
Three Little Birds (Dub Versio	Bob Marley		Legend - The Best of Bob Marle		Reggae	7685264	320			4		2002	15/07/2013 23:15	24/09/2013 23:49	192	44100		MPEG audio file			1	1/11/2013 14:03	1	30/10/2013 21:42	60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bob Marley\Legend - The Best of Bob Marle\04 Three Little Birds (Dub Versio.mp3
Buffalo Soldier	Bob Marley		Legend - The Best of Bob Marle		Reggae	6208156	258			5		2002	15/07/2013 23:15	24/09/2013 23:49	192	44100		MPEG audio file			2	30/10/2013 21:46			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bob Marley\Legend - The Best of Bob Marle\05 Buffalo Soldier.mp3
Could You Be Loved	Bob Marley		Legend - The Best of Bob Marle		Reggae	7830047	326			5		2002	15/07/2013 23:15	24/09/2013 23:49	192	44100		MPEG audio file			1	30/10/2013 21:52			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bob Marley\Legend - The Best of Bob Marle\05 Could You Be Loved.mp3
Get Up Stand Up	Bob Marley		Legend - The Best of Bob Marle		Reggae	4790648	199			6		2002	15/07/2013 23:15	24/09/2013 23:49	192	44100		MPEG audio file			1	30/10/2013 21:55			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bob Marley\Legend - The Best of Bob Marle\06 Get Up Stand Up.mp3
No Woman No Cry (Remix)	Bob Marley		Legend - The Best of Bob Marle		Reggae	6026344	251			6		2002	15/07/2013 23:15	24/09/2013 23:49	192	44100		MPEG audio file			1	30/10/2013 21:59			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bob Marley\Legend - The Best of Bob Marle\06 No Woman No Cry (Remix).mp3
Coming In From The Cold (Remix	Bob Marley		Legend - The Best of Bob Marle		Reggae	8231327	342			7		2002	15/07/2013 23:15	24/09/2013 23:49	192	44100		MPEG audio file			1	30/10/2013 22:05			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bob Marley\Legend - The Best of Bob Marle\07 Coming In From The Cold (Remix.mp3
Stir It Up	Bob Marley		Legend - The Best of Bob Marle		Reggae	8029413	334			7		2002	15/07/2013 23:15	24/09/2013 23:49	192	44100		MPEG audio file			1	30/10/2013 22:10			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bob Marley\Legend - The Best of Bob Marle\07 Stir It Up.mp3
Buffalo Soldier (Remix)	Bob Marley		Legend - The Best of Bob Marle		Reggae	7805596	325			8		2002	15/07/2013 23:15	24/09/2013 23:49	192	44100		MPEG audio file			1	30/10/2013 22:16			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bob Marley\Legend - The Best of Bob Marle\08 Buffalo Soldier (Remix).mp3
Easy Skanking (Bonus Track)	Bob Marley		Legend - The Best of Bob Marle		Reggae	4286589	178			8		2002	15/07/2013 23:15	24/09/2013 23:49	192	44100		MPEG audio file			1	30/10/2013 22:19			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bob Marley\Legend - The Best of Bob Marle\08 Easy Skanking (Bonus Track).mp3
Jamming (Remix)	Bob Marley		Legend - The Best of Bob Marle		Reggae	4856476	202			9		2002	15/07/2013 23:15	24/09/2013 23:49	192	44100		MPEG audio file			1	30/10/2013 22:22			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bob Marley\Legend - The Best of Bob Marle\09 Jamming (Remix).mp3
One Love (People Get Ready)	Bob Marley		Legend - The Best of Bob Marle		Reggae	4164963	173			9		2002	15/07/2013 23:15	24/09/2013 23:49	192	44100		MPEG audio file			1	30/10/2013 22:25			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bob Marley\Legend - The Best of Bob Marle\09 One Love (People Get Ready).mp3
I Shot the Sheriff	Bob Marley		Legend - The Best of Bob Marle		Reggae	6759862	281			10		2002	15/07/2013 23:15	24/09/2013 23:49	192	44100		MPEG audio file			1	30/10/2013 22:30			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bob Marley\Legend - The Best of Bob Marle\10 I Shot the Sheriff.mp3
Waiting In Vain (Remix)	Bob Marley		Legend - The Best of Bob Marle		Reggae	6070857	252			10		2002	15/07/2013 23:15	24/09/2013 23:49	192	44100		MPEG audio file			1	30/10/2013 22:34			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bob Marley\Legend - The Best of Bob Marle\10 Waiting In Vain (Remix).mp3
Exodus (Remix)	Bob Marley		Legend - The Best of Bob Marle		Reggae	12736470	530			11		2002	15/07/2013 23:15	24/09/2013 23:49	192	44100		MPEG audio file			1	30/10/2013 22:43			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bob Marley\Legend - The Best of Bob Marle\11 Exodus (Remix).mp3
Waiting In Vain	Bob Marley		Legend - The Best of Bob Marle		Reggae	6178063	257			11		2002	15/07/2013 23:15	24/09/2013 23:49	192	44100		MPEG audio file			2	18/12/2013 18:53			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bob Marley\Legend - The Best of Bob Marle\11 Waiting In Vain.mp3
Lively Up Yourself (Remix)	Bob Marley		Legend - The Best of Bob Marle		Reggae	7636323	318			12		2002	15/07/2013 23:15	24/09/2013 23:49	192	44100		MPEG audio file							60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bob Marley\Legend - The Best of Bob Marle\12 Lively Up Yourself (Remix).mp3
Redemption Song	Bob Marley		Legend - The Best of Bob Marle		Reggae	5481534	228			12		2002	15/07/2013 23:15	24/09/2013 23:49	192	44100		MPEG audio file							60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bob Marley\Legend - The Best of Bob Marle\12 Redemption Song.mp3
One Love (Dub Version)	Bob Marley		Legend - The Best of Bob Marle		Reggae	7106560	296			13		2002	15/07/2013 23:15	24/09/2013 23:49	192	44100		MPEG audio file					1	18/10/2013 1:24	60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bob Marley\Legend - The Best of Bob Marle\13 One Love (Dub Version).mp3
Satisfy My Soul	Bob Marley		Legend - The Best of Bob Marle		Reggae	6554853	273			13		2002	15/07/2013 23:15	24/09/2013 23:49	192	44100		MPEG audio file							60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bob Marley\Legend - The Best of Bob Marle\13 Satisfy My Soul.mp3
Exodus	Bob Marley		Legend - The Best of Bob Marle		Reggae	11048751	460			14		2002	15/07/2013 23:15	24/09/2013 23:49	192	44100		MPEG audio file							60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bob Marley\Legend - The Best of Bob Marle\14 Exodus.mp3
Jamming	Bob Marley		Legend - The Best of Bob Marle		Reggae	5129195	213			15		2002	15/07/2013 23:15	24/09/2013 23:49	192	44100		MPEG audio file							60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bob Marley\Legend - The Best of Bob Marle\15 Jamming.mp3
Punky Reggae Party (Bonus Trac	Bob Marley		Legend - The Best of Bob Marle		Reggae	9890208	412			16		2002	15/07/2013 23:15	24/09/2013 23:49	192	44100		MPEG audio file							60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bob Marley\Legend - The Best of Bob Marle\16 Punky Reggae Party (Bonus Trac.mp3
Don't Worry Be Happy	Bobby McFerrin	Bobby McFerrin	Don't Worry Be Happy		Pop	3767444	233			1		2004	13/09/2013 21:52	24/09/2013 23:49	128	44100		MPEG audio file		 00000103 000000C7 0000074A 000003D8 0001ADC7 0001ADDE 00004659 00005226 0001ADC7 0001ADDE [FIXED]	1				60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bobby McFerrin\Don't Worry Be Happy\01 Don't Worry Be Happy.mp3
Freestyler	Bomfunk MC's	B.O.W./Jaakko "JS16" Salovaara	In stereo		Techno	4898760	305			11		1999	28/11/2013 23:00	30/11/2013 1:42	128	44100		MPEG audio file		http://mp3lagret.cjb.net	1	7/01/2014 21:40			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Various Artists\In stereo\11 Freestyler.mp3
Prelude	Bonobo	Simon Green	Black Sands		Electronica Fusion	3205199	78	1	1	1	12	2010	30/09/2012 22:34	24/09/2013 23:49	320	44100		MPEG audio file		 [FIXED]	12	15/12/2013 16:38	3	13/11/2013 0:54	60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bonobo\Black Sands\01 Prelude.mp3
Kiara	Bonobo	Simon Green	Black Sands		Electronica Fusion	9347443	230	1	1	2	12	2010	30/09/2012 22:34	24/09/2013 23:49	320	44100		MPEG audio file		 [FIXED]	11	15/12/2013 16:41	1	13/11/2013 1:05	60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bonobo\Black Sands\02 Kiara.mp3
Kong	Bonobo	Simon Green	Black Sands		Electronica Fusion	9587435	237	1	1	3	12	2010	30/09/2012 22:34	24/09/2013 23:49	320	44100		MPEG audio file			9	15/12/2013 16:45			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bonobo\Black Sands\03 Kong.mp3
Eyesdown	Bonobo	Andreya Triana/Simon Green	Black Sands		Electronica Fusion	13123399	326	1	1	4	12	2010	30/09/2012 22:34	24/09/2013 23:49	320	44100		MPEG audio file		 [FIXED]	4	20/10/2013 23:55			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bonobo\Black Sands\04 Eyesdown.mp3
El Toro	Bonobo	Simon Green	Black Sands		Electronica/Dance	9046180	224	1	1	5	12	2010	30/09/2012 22:34	24/09/2013 23:49	320	44100		MPEG audio file			4	20/10/2013 23:59			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bonobo\Black Sands\05 El Toro.mp3
We Could Forever	Bonobo	Simon Green	Black Sands		Electronica/Dance	10467250	259	1	1	6	12	2010	30/09/2012 22:34	24/09/2013 23:49	320	44100		MPEG audio file			5	21/10/2013 0:03			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bonobo\Black Sands\06 We Could Forever.mp3
1009	Bonobo	Simon Green	Black Sands		Electronica/Dance	10891467	270	1	1	7	12	2010	30/09/2012 22:34	24/09/2013 23:49	320	44100		MPEG audio file			5	21/10/2013 0:08			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bonobo\Black Sands\07 1009.mp3
All In Forms	Bonobo	Simon Green	Black Sands		Electronica/Dance	11743066	291	1	1	8	12	2010	30/09/2012 22:34	24/09/2013 23:49	320	44100		MPEG audio file			5	21/10/2013 0:12			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bonobo\Black Sands\08 All In Forms.mp3
The Keeper Featuring Andreya Triana	Bonobo	Andreya Triana/Simon Green	Black Sands		Electronica/Dance	11631286	288	1	1	9	12	2010	30/09/2012 22:34	24/09/2013 23:49	320	44100		MPEG audio file			5	21/10/2013 0:17			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bonobo\Black Sands\09 The Keeper Featuring Andreya Tria.mp3
Stay The Same Featuring Andreya Triana	Bonobo	Andreya Triana/Simon Green	Black Sands		Electronica/Dance	11466195	284	1	1	10	12	2010	30/09/2012 22:34	24/09/2013 23:49	320	44100		MPEG audio file			5	21/10/2013 0:22			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bonobo\Black Sands\10 Stay The Same Featuring Andreya T.mp3
Animals	Bonobo	Simon Green	Black Sands		Electronica/Dance	16275830	405	1	1	11	12	2010	30/09/2012 22:34	24/09/2013 23:49	320	44100		MPEG audio file			6	21/10/2013 0:29			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bonobo\Black Sands\11 Animals.mp3
Black Sands	Bonobo	Simon Green	Black Sands		Electronica/Dance	16432568	409	1	1	12	12	2010	30/09/2012 22:34	24/09/2013 23:49	320	44100		MPEG audio file			3	8/10/2013 0:08			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Bonobo\Black Sands\12 Black Sands.mp3
Kings Season Feat Blitz The Ambassador And Ledeunff	C2C		Tetra		Rap	9239259	230	1	1	3	14	2012	29/12/2012 14:23	24/09/2013 23:49	320	44100		MPEG audio file		www.NewAlbumReleases.net	3	19/10/2013 19:42			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\C2C\Tetra\03 Kings Season Feat Blitz The Ambas.mp3
Because Of You Feat Pigeon John	C2C		Tetra		Rap	8902783	222	1	1	4	14	2012	29/12/2012 14:23	24/09/2013 23:49	320	44100		MPEG audio file		www.NewAlbumReleases.net	2	19/10/2013 12:16			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\C2C\Tetra\04 Because Of You Feat Pigeon John.mp3
Delta	C2C		Tetra		Rap	8972764	224	1	1	5	14	2012	29/12/2012 14:23	24/09/2013 23:49	320	44100		MPEG audio file		www.NewAlbumReleases.net	2	19/10/2013 12:20			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\C2C\Tetra\05 Delta.mp3
Who Are You Feat Olivier Daysoul	C2C		Tetra		Rap	11629967	290	1	1	6	14	2012	29/12/2012 14:23	24/09/2013 23:49	320	44100		MPEG audio file		www.NewAlbumReleases.net	2	19/10/2013 12:25			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\C2C\Tetra\06 Who Are You Feat Olivier Daysoul.mp3
Happy Feat Derek Martin	C2C		Tetra		Rap	9390741	234	1	1	7	14	2012	29/12/2012 14:23	24/09/2013 23:49	320	44100		MPEG audio file		www.NewAlbumReleases.net	1	18/10/2013 2:00			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\C2C\Tetra\07 Happy Feat Derek Martin.mp3
Give Up The Ghost Feat Jay-Jay Johanson	C2C		Tetra		Rap	12995656	324	1	1	8	14	2012	29/12/2012 14:23	24/09/2013 23:49	320	44100		MPEG audio file		www.NewAlbumReleases.net	1	18/10/2013 2:06			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\C2C\Tetra\08 Give Up The Ghost Feat Jay-Jay Jo.mp3
The Beat	C2C		Tetra		Rap	8475396	211	1	1	9	14	2012	29/12/2012 14:23	24/09/2013 23:49	320	44100		MPEG audio file		www.NewAlbumReleases.net	1	18/10/2013 2:09			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\C2C\Tetra\09 The Beat.mp3
Genius Feat Gush	C2C		Tetra		Rap	10013495	250	1	1	10	14	2012	29/12/2012 14:23	24/09/2013 23:49	320	44100		MPEG audio file		www.NewAlbumReleases.net	1	18/10/2013 2:13			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\C2C\Tetra\10 Genius Feat Gush.mp3
Togethe rFeat Blitz The Ambassador And Ledeunff	C2C		Tetra		Rap	11639388	290	1	1	11	14	2012	29/12/2012 14:23	24/09/2013 23:49	320	44100		MPEG audio file		www.NewAlbumReleases.net	1	18/10/2013 2:18			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\C2C\Tetra\11 Togethe rFeat Blitz The Ambassado.mp3
Arcades	C2C		Tetra		Rap	10549518	263	1	1	12	14	2012	29/12/2012 14:23	24/09/2013 23:49	320	44100		MPEG audio file		www.NewAlbumReleases.net	1	18/10/2013 2:23			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\C2C\Tetra\12 Arcades.mp3
Le Banquet Feat Kentaro And Netik And Rafik And Tigerstyle And Vajra	C2C		Tetra		Rap	11848387	296	1	1	13	14	2012	29/12/2012 14:23	24/09/2013 23:49	320	44100		MPEG audio file		www.NewAlbumReleases.net	1	18/10/2013 2:28			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\C2C\Tetra\13 Le Banquet Feat Kentaro And Netik.mp3
F.U.Y.A.	C2C		Tetra		Rap	12218221	305	1	1	14	14	2012	29/12/2012 14:23	24/09/2013 23:49	320	44100		MPEG audio file		www.NewAlbumReleases.net	1	18/10/2013 2:33			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\C2C\Tetra\14 F.U.Y.A..mp3
Cockney Violin	Caspa & Rusko	G. McCann	Fabriclive 37		Film Soundtrack	6515254	161			3		2007	14/09/2011 14:31	24/09/2013 23:49	320	44100		MPEG audio file		Cleaned by TuneUp!	5	20/11/2013 22:20	1	7/11/2013 14:33	60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Caspa & Rusko\Fabriclive 37\03 Cockney Violin.mp3
Jahova	Caspa & Rusko		Fabriclive 37		Film Soundtrack	4413219	108			5			14/09/2011 14:31	24/09/2013 23:49	320	44100		MPEG audio file		Cleaned by TuneUp!	4	25/11/2013 23:06			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Caspa & Rusko\Fabriclive 37\05 Jahova.mp3
Africa VIP (The Others)	Caspa & Rusko		Fabriclive 37		Film Soundtrack	8699599	214			9			14/09/2011 14:31	24/09/2013 23:49	320	44100		MPEG audio file		Cleaned by TuneUp!	2				60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Caspa & Rusko\Fabriclive 37\09 Africa VIP (The Others).mp3
Come With Us	The Chemical Brothers	Ed Simons/Tom Rowlands	Come with Us		Electronic	4790672	297			1		2002	13/09/2013 21:46	24/09/2013 23:49	128	44100		MPEG audio file		Besides Tom Rolands and Ed Simons of the Chemical Brothers, few artists have the clout, chops, and DJ wherewithal to change the landscape of dance music. Still, it's not something the duo seems in a particular hurry to do. Since the release of the now-cla	4	2/12/2013 3:31			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\The Chemical Brothers\Come with Us\01 Come With Us.mp3
Galaxy Bounce	The Chemical Brothers	Ed Simons/Jim Ingram/Tom Rowlands	Come with Us		Electronic	3354561	207			3		2002	13/09/2013 21:46	24/09/2013 23:49	128	44100		MPEG audio file		Besides Tom Rolands and Ed Simons of the Chemical Brothers, few artists have the clout, chops, and DJ wherewithal to change the landscape of dance music. Still, it's not something the duo seems in a particular hurry to do. Since the release of the now-cla	2	2/12/2013 3:34			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\The Chemical Brothers\Come with Us\03 Galaxy Bounce.mp3
Star Guitar	The Chemical Brothers	Ed Simons/Tom Rowlands	Come with Us		Electronic	6223429	387			4		2002	13/09/2013 21:46	24/09/2013 23:49	128	44100		MPEG audio file		Besides Tom Rolands and Ed Simons of the Chemical Brothers, few artists have the clout, chops, and DJ wherewithal to change the landscape of dance music. Still, it's not something the duo seems in a particular hurry to do. Since the release of the now-cla	4	2/12/2013 3:40			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\The Chemical Brothers\Come with Us\04 Star Guitar.mp3
Do it Again	The Chemical Brothers		We Are The Night		Electronic	8040957	247					2007	13/09/2013 21:46	24/09/2013 23:49	256	44100		MPEG audio file		Drop The Needle	3	20/11/2013 23:06			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\The Chemical Brothers\We Are The Night\Do it Again.mp3
Theme de Yoyo	The Cinematic Orchestra		The Man with The Movie Camera		Jazz Electronica	2859705	140			11	17		22/08/2011 16:50	24/09/2013 23:49	160	44100		MPEG audio file			2	28/09/2013 1:10			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\The Cinematic Orchestra\The Man with The Movie Camera\11 Theme de Yoyo.mp3
Hitsville U.K.	The Clash		Sandinista		Other	6287360	261			2			13/09/2013 23:17	24/09/2013 23:49	192	44100		MPEG audio file		AltoMP3 Maker (YuanSoft.com)	1	27/12/2013 0:01			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\The Clash\Sandinista\02 Hitsville U.K..MP3
Trouble	Coldplay	Chris Martin/Guy Berryman/Jon Buckland/Will Champion	Parachutes		Pop	4347326	270			6		2000	13/09/2013 21:38	24/09/2013 23:49	128	44100		MPEG audio file		 00000DA9 00000DC4 00007066 00006433 00029855 00029855 00008000 00008000 00015FBE 00015FBE	3				60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Coldplay\Parachutes\06 Trouble.mp3
Walk With The Lord	Cookie Monsta		I'm A Monsta		Dubstep	3574736	218	1	1	19	19	2007	5/01/2013 13:07	24/09/2013 23:49	128	44100		MPEG audio file		Cleaned by TuneUp! Centerparcs Bisquit!	3				60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Cookie Monsta\I'm A Monsta\19 Walk With The Lord.mp3
Universal Language	Coone		The Challenge			8497280	361			1		2011	23/05/2011 13:24	24/09/2013 23:49	186	44100		MPEG audio file		www.dvdvideosoft.com	1				60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Coone\The Challenge\01 Universal Language.mp3
What's Next	Creasemaster & Slamdog		Earthquake IV (Disc 2)		Electronic	3889249	241	2	2	4	16	1995	14/09/2011 14:46	24/09/2013 23:49	128	44100		MPEG audio file		 00000000 00000210 00000888 0000000000A27C68 00000000 003AEA74 00000000 00000000 00000000 00000000 00000000 00000000    Cleaned by TuneUp!	2				60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Creasemaster & Slamdog\Earthquake IV (Disc 2)\2-04 What's Next.mp3
Limonare (The Bloody Beetroots Remix)	Crookers				Pop	5180298	258						25/12/2011 16:26	24/09/2013 23:49	160	44100		MPEG audio file			3	4/01/2014 20:22			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Crookers\Unknown Album\Limonare (The Bloody Beetroots Remix.mp3
Icon	Daan		Simple 		Pop	3684517	177			8		2010	13/09/2013 21:39	24/09/2013 23:49	165	44100		MPEG audio file		. . .	7	10/12/2013 17:11			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Daan\Simple\08 Icon.mp3
Housewife	Daan		Simple 		Pop	7036084	292			11		2010	13/09/2013 21:39	24/09/2013 23:49	192	44100		MPEG audio file		. . .	8	10/12/2013 17:16			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Daan\Simple\11 Housewife.mp3
Ella Me Levanto	Daddy Yankee		Los 5 Grandes Del Reggaeton		Techno	5754224	209	1	1	2	21	2008	14/09/2011 18:33	24/09/2013 23:49	219	44100		MPEG audio file		 000017B3 000015D5 000064E7 000076C2 0002957B 0002957B 00008000 00008000 00004A92 00004A92    Cleaned by TuneUp!	3	7/01/2014 21:43			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Various Artists\Los 5 Grandes Del Reggaeton\02 Ella Me Levanto.mp3
Aerodynamic (Daft Punk Remix)	Daft Punk		Daft Club		Electrónica	7419190	370			1		2004	15/12/2013 1:18	24/09/2013 23:49	160	44100		MPEG audio file			2	28/10/2013 18:56			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Daft Punk\Daft Club\01 Aerodynamic (Daft Punk Remix).mp3
Aerodynamic	Daft Punk		Discovery		Electrónica	8447016	209			2		2001	15/12/2013 1:18	24/09/2013 23:49	320	44100		MPEG audio file			2	21/10/2013 10:07			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Daft Punk\Discovery\02 Aerodynamic.mp3
Da Funk	Daft Punk				Electrónica	13170828	328			2		2006	15/12/2013 1:18	24/09/2013 23:49	320	44100		MPEG audio file			1	28/10/2013 21:42			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Daft Punk\Musique Vol.1 (1993-2005)\02 Da Funk.mp3
Technologic	Daft Punk				Electrónica	6690375	166			11		2006	15/12/2013 1:18	24/09/2013 23:49	320	44100		MPEG audio file							60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Daft Punk\Musique Vol.1 (1993-2005)\11 Technologic.mp3
Havoc	Datsik				Film Soundtrack	5396708	336					2009	14/09/2011 14:31	24/09/2013 23:49	128	44100		MPEG audio file			2	24/10/2013 0:57			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Datsik\Unknown Album\Havoc.mp3
Space Oddity	David Bowie	David Bowie	Space Oddity [Bonus Tracks]		Rock	12796612	320			1		1998	13/09/2013 21:53	24/09/2013 23:49	320	44100		MPEG audio file			2				60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\David Bowie\Space Oddity [Bonus Tracks]\01 Space Oddity.mp3
Titanium - Feat. Sia  	David Guetta		Nothing But the Beat		House	8323008	245			12		2011	5/03/2012 2:10	24/09/2013 23:49	261	44100		MPEG audio file		Inspiron	3				60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\David Guetta\Nothing But the Beat\12 Titanium - Feat. Sia.mp3
